____
From \To A     B     C     D     E     F     G     H     I     J     K     L     M     N     O     P     Q     R     S     T     U     V     W     X     Y     Z     AA    AB    AC    AD    AE    AF    AG    AH    AI    AJ    AK    AL    AM    AN    AO    AP    AQ    AR    AS    AT    AU    AV    AW    AX    AY    AZ    BA    BB    BC    BD    BE    BF    BG    BH    BI    BJ    BK    BL    BM    BN    BO    BP    BQ    BR    BS    BT    BU    BV    BW    BX    BY    BZ    CA    CB    CC    CD    CE    CF    CG    CH    CI    CJ    CK    CL    CM    CN    CO    CP    CQ    CR    CS    CT    CU    CV    
   AT    2395  4053  2232  3043  8679  3097  3246  3629  7826  9285  3592  9474  4016  5552  3016  1829  826   6883  484   8665  984   7586  7208  9271  4268  3611  8443  4802  768   1066  6940  5058  6582  3402  8839  6718  660   1734  2601  2452  2110  572   1555  8987  9280  0     4972  5684  574   4884  1931  5967  3622  2613  8937  295   5238  5562  1901  4757  9265  8730  1879  6471  8396  3898  5952  7714  6865  7305  7696  8440  1477  6431  8126  4973  449   1626  2788  3629  4265  7300  1412  8229  1130  2549  7389  7008  757   6917  5002  7306  1254  8935  4275  1989  6017  5841  7676  7529  
   AU    2842  4753  7109  7538  6376  8898  4626  8507  1839  1675  5259  6016  6004  1835  3292  1516  3497  9558  9065  8912  857   7991  1505  6912  7467  9696  759   1643  4441  8066  6559  2466  6687  8770  7231  9721  1006  6362  5856  3828  3457  9028  8302  9443  7902  9144  0     4232  5480  1513  8477  5753  6178  6001  2278  3188  772   2446  4303  8720  4370  3901  693   8952  621   8416  4216  3731  9755  9436  2011  8667  7178  7846  3027  6314  1170  2608  3376  9987  4746  4200  1999  6702  4503  2782  8413  742   3311  1282  4210  5029  3120  1493  5519  9965  267   7373  1507  8770  
   AV    6282  8570  4766  4779  7282  1562  189   9591  1044  1552  8797  8036  5474  9683  908   8631  7438  3720  137   2394  4032  3878  6396  415   8151  3235  8690  9770  9445  5025  7093  794   3829  2225  8610  2080  7276  778   5460  1148  5342  3700  9376  1174  4154  5201  76    0     8017  174   2642  3215  1970  1545  9018  1159  3383  6617  6044  8184  1786  3631  6843  8504  3165  3436  3423  8666  2594  2926  8612  5852  2225  8393  3886  1601  6893  1213  3340  6501  90    8705  4596  7986  7915  7953  5909  7012  6059  7824  1489  6276  1791  7448  7117  8895  3633  6952  1548  6326  
   AW    2850  8717  9691  9212  6675  8702  7914  3411  4302  7823  4039  4299  5275  1070  1835  2755  7049  3848  2691  5970  816   4651  490   8542  8982  6851  4869  1395  1607  2646  5784  8440  8712  7337  619   6201  4236  8410  186   325   9194  6049  6480  9592  25    4745  4005  2077  0     7408  1140  1337  5774  2017  7916  9641  3604  7204  3747  9586  8222  5169  6903  5850  2429  6172  7314  2644  9814  7321  7089  878   2516  769   7961  138   6547  7704  8312  3222  306   9135  2750  403   7618  4973  9282  7476  1415  8869  5945  540   6240  1251  9120  4218  4724  7192  3632  3696  
   AX    6521  1249  364   4628  1559  3312  8163  6072  4072  240   5494  6002  2875  6292  8374  5013  879   3515  8304  7734  1020  9783  2685  8313  3992  9570  4529  3812  1073  2886  4556  2569  9621  2878  5118  422   8142  9175  8007  5598  87    242   7432  1129  7414  6927  3689  414   7271  0     4998  8029  1677  2567  105   4228  456   5255  6375  7668  4984  9666  1364  2534  50    5372  9487  8212  852   742   1691  4964  7110  8075  435   566   391   9243  5007  6164  1759  3288  3053  4399  5031  391   7783  8743  7898  9675  4864  8346  4027  6543  3093  4189  5318  7250  8072  6718  
   AY    1287  277   7648  3447  4803  7711  6584  269   9373  4069  1989  4813  5696  3670  9364  5265  3772  9839  9922  29    6222  2421  2140  5087  8132  519   4000  1016  5869  1405  6720  3832  6975  4713  9     9931  7210  8601  5200  5512  9849  9389  733   8485  9697  6799  3268  6519  4143  9733  0     483   755   8156  6080  3778  4630  6949  3722  308   8858  9305  2289  8720  4459  1050  7966  3751  1356  1792  1784  6963  5091  1626  7790  7574  70    8428  3983  6374  4957  5921  6649  5790  7387  8487  8238  3256  6477  658   5618  8484  6555  2326  6067  6545  241   7536  8724  897   
   AZ    5627  5236  779   1938  6975  5501  1576  1799  6096  2627  5068  8036  390   805   8660  2723  5390  4799  3511  4413  1426  5306  3221  5233  1097  3986  9100  8511  9554  4734  6791  8838  9089  6397  2611  3696  5489  4467  5991  3801  6196  60    1749  297   5587  2733  1126  1123  5089  6051  5724  0     1403  1891  9013  5682  6549  9230  963   245   7149  9660  5781  2295  5379  1967  963   9691  905   9831  9271  8386  7651  7987  5762  7973  5232  4580  7998  8493  1317  1928  6292  6893  8744  1440  570   1558  9032  1581  6060  2373  1083  1471  5583  4285  8238  212   7118  6594  
   BA    5126  1791  4727  2802  4421  1153  5573  463   4441  2481  2417  4070  9861  7238  6445  7883  5378  4727  7734  2800  7289  5006  3371  9848  733   7856  1053  6919  2002  9691  2137  7360  6405  608   3733  1679  5273  2790  8292  4640  8357  318   5227  9899  8867  2383  7253  3726  3799  5199  2524  2027  0     2083  9988  1417  500   4226  3245  7718  6456  1208  5689  328   9647  1133  3067  2771  80    9397  4830  2489  9618  4431  1297  3402  4840  7828  6778  2553  9302  1618  597   7618  554   5646  1915  9624  6372  6514  8835  3569  9116  5463  8433  501   9371  8206  2375  5112  
   BB    7278  5599  9792  4658  4084  7125  5540  1578  4614  6436  4495  6147  6075  9688  8708  2843  6201  1686  2     5236  2092  7172  4900  4855  708   8386  3436  3982  420   4936  8376  9132  523   8611  7092  4349  1759  8057  1545  6133  4778  9321  3596  2898  2159  5004  1586  5204  1237  762   4628  3043  6298  0     9157  114   6933  7668  7420  6948  9808  4422  6946  1207  3284  5111  3289  6390  3032  3120  9365  571   8152  4283  4499  6000  182   33    1366  9890  5227  7325  1070  2365  3649  2276  3198  1130  8176  7042  2023  2956  5232  5012  622   1096  5514  4293  1829  2658  
   BC    9984  8832  8820  8693  807   8507  3894  7743  1854  3073  4179  323   4046  6397  7797  260   4333  5288  3545  3976  6906  3483  9321  6064  1930  2471  5162  7053  7267  4249  9508  793   3321  505   1591  7678  2964  8135  9693  9191  3161  9546  6334  7493  7180  9319  580   3349  2707  8764  2606  6195  5699  4849  0     2526  9534  9417  1890  4402  4022  6536  8231  3980  7526  3124  2512  7209  7641  6380  7398  1817  8224  9695  5195  3546  3755  7568  1160  6749  5732  690   5715  441   8683  7151  7795  475   4836  942   3813  7663  6593  6006  5895  7713  7856  6443  6551  7046  
   BD    9388  4025  3119  4474  3341  583   2494  8244  6595  6769  9013  345   8918  7700  2990  3818  6620  7410  5941  8763  12    5842  5616  5950  735   8851  6730  6196  889   8326  5396  7559  2260  7959  7037  9130  5187  568   7292  5147  6354  5231  772   536   5991  3756  9915  5380  3239  8898  2430  2737  885   434   8240  0     4158  7396  4663  8946  379   6962  2988  16    6916  713   4307  9859  8157  2574  1314  541   9286  8241  5010  5549  8255  1907  9257  4710  4602  6238  8176  239   6567  7738  9570  6754  3281  7379  9923  4767  2800  7834  7732  4478  4743  6130  4833  8775  
   BE    8967  1450  5537  7848  2750  6707  7289  173   9549  9702  7184  1787  6111  466   4759  8257  1693  5678  6442  2869  9617  8771  5782  9381  7192  2793  6319  2372  9611  9592  6984  6078  8970  8594  7342  2782  2172  3968  3142  6949  5338  7408  2051  4516  9858  7513  4552  4053  3535  9234  9732  303   8551  2917  2368  4697  0     3564  7551  4801  3830  9909  9098  9347  710   3975  4326  661   1701  8775  3829  3019  3999  4001  7927  7251  6831  432   1448  556   4930  1186  7793  1514  1460  3589  6113  5237  6464  4800  5523  413   8273  1351  1930  6119  7356  4913  1390  6345  
   BF    6729  472   1310  8959  6450  3320  4204  6463  9169  9515  7953  3838  9416  8021  6641  9580  6267  5859  6334  5956  9179  7436  6010  5132  56    6958  8094  7429  6353  6704  4842  1879  74    9364  9761  2818  556   2814  6555  1648  1400  3470  4850  2682  1480  8535  3026  1609  6590  7430  6374  7878  286   5542  2099  840   2350  0     6787  7241  4559  5109  3002  3333  3317  1768  7674  7866  6635  8544  7439  9056  7054  9743  8663  4851  4640  7113  7245  1015  1013  6861  9824  9715  9497  3737  5117  3321  4590  7093  7763  7534  8635  5033  8694  3781  6714  6004  7852  7008  
   BG    9939  7065  5581  95    1521  9700  4188  8220  6619  9586  6595  1540  8361  8758  7642  4492  9133  942   7829  3178  6491  520   3045  485   5889  8726  5071  9561  3859  5099  5929  3200  6772  3376  7369  6504  271   8283  5961  6672  8454  8830  5802  9988  1156  9925  2258  752   3972  8291  5377  401   1425  8294  6454  3     8336  284   0     8626  6710  3731  2477  8304  262   440   5263  480   7306  5778  1409  7583  6369  8715  4432  4485  767   5105  886   7740  5007  2553  4513  4447  253   9426  7591  7100  3471  1471  3139  536   2655  7593  8511  2553  9988  1231  8629  1040  
   BH    2321  3498  435   7513  7483  2128  1649  6639  9925  7199  5126  4828  4307  1585  9     1615  1820  7970  5429  1440  8340  254   6556  4894  9100  9905  6011  7635  943   5365  2236  2010  5610  4527  4956  4961  6487  8601  4504  4911  4208  5488  9494  1469  1691  7745  4965  6511  9586  7746  8093  2335  915   6748  698   5556  1430  4556  5731  0     7507  7033  7573  8707  3357  1955  693   8428  1598  5945  145   6428  521   1774  6233  5783  6210  8607  2893  1766  3211  6164  4533  9924  6531  8608  6738  5231  4149  4863  3903  1908  7784  2763  8845  6524  3446  3722  2319  4804  
   BI    3132  2518  4004  5565  6570  9759  7760  4470  1344  1612  338   773   2973  4206  4577  3744  5218  3717  4111  8824  3807  2979  4457  1210  1456  6541  2255  5891  9772  1721  5086  7771  6330  8918  420   215   8574  9439  6176  6453  415   922   6474  5556  247   2232  5772  2666  9744  3279  9786  1241  6495  6192  5883  221   9265  2367  7360  4908  0     5400  8802  2258  6016  8899  2843  4244  2218  9319  2602  3560  1939  3089  207   8307  3111  5698  3581  2008  7618  6963  3211  1776  871   1800  6596  5123  7427  3105  4360  2525  3486  1643  52    2640  9227  1697  33    9273  
   BJ    5496  5909  6663  242   5916  3120  8959  3641  8132  7154  2584  6444  1549  778   6861  2166  294   331   3845  6345  5328  748   1011  190   1023  2770  8101  5854  9189  7199  9104  7986  5159  4770  6522  5926  4119  1119  3712  8478  5958  9637  2809  965   5196  7633  5251  5880  4087  6019  6123  5670  1505  6231  3874  1157  4774  2546  1550  8027  8015  0     4561  6213  3970  9125  8514  9632  9158  7407  7849  9240  8466  6407  710   7886  8393  3862  4735  5946  5184  4928  2614  9060  8210  4927  2718  8666  8319  919   3436  1588  5646  1745  5164  9571  2518  7556  8097  9733  
   BK    1704  4471  4116  1408  2131  520   3653  2897  1135  6113  3267  9632  985   2678  4418  9269  1178  9664  2910  6317  8052  15    6355  2656  31    4284  9524  6088  1289  1225  4965  7061  3981  2921  5272  9556  576   2659  6014  9781  6663  2437  5687  1230  2417  1060  2577  1259  7925  9363  5377  6939  1467  4114  2628  1430  444   5994  4809  3841  7490  1558  0     3338  389   3701  5410  3035  810   2745  211   2069  6403  7958  4846  7486  7428  1613  1029  1494  2591  4758  7908  5336  4657  1273  6284  7644  9578  1563  4107  4507  8130  1733  6915  7344  8242  2633  1365  8135  
   BL    1356  5938  5308  2717  9278  150   5143  2889  4692  4280  3657  7985  4738  7466  7567  7273  2343  9679  7065  4548  7646  2650  7627  7464  3728  6697  4844  7369  496   9237  6727  169   5588  9462  6292  2521  5018  8754  6933  5946  3749  8829  9595  5623  1104  8352  604   4115  5855  5392  5877  4294  1375  8640  1771  2070  3485  4753  3927  1954  326   616   7133  0     7646  6047  6737  3361  7286  7199  8448  3860  1997  5134  603   1262  1329  2110  7219  773   1380  8545  3509  1666  8472  8250  4747  689   7102  4912  239   2814  6534  6105  8995  9618  1784  9363  8735  9024  
   BM    6897  8392  2943  5951  4287  4423  4253  8253  8919  3918  621   2752  9454  4347  7781  1434  5014  8673  5618  5689  1348  7665  7859  1418  6373  1177  5247  6200  944   8252  3473  4872  4447  9044  133   8503  2029  3680  5494  8729  6510  6334  3412  6573  3111  4724  7829  9540  656   6049  5920  2379  2636  7460  113   368   6829  4494  434   7895  2907  4140  3811  1093  0     4644  7901  1636  1012  3914  232   5305  1840  422   652   3919  8568  4035  153   4759  3650  3707  147   6455  5538  664   5320  2370  3258  4106  1261  421   9536  6854  9164  563   9722  589   219   8493  
   BN    26    4914  7928  5143  4318  7394  7782  9015  1711  7001  2170  9555  1187  4547  3548  5061  5299  536   782   9832  1710  7555  6384  2753  1253  9509  2794  2168  4164  3301  2632  436   4589  9997  7966  1304  2645  5886  2941  2798  1588  2951  827   2858  2381  2251  2613  2011  9930  4662  8457  2815  5804  3689  2030  9402  5108  6542  4352  6092  2207  7258  9396  7380  5883  0     4439  9892  1321  2646  1037  8412  3183  9975  3864  3390  7600  7203  3986  9169  6262  6660  5015  2110  4610  2794  4840  8133  1161  6509  924   5085  6388  8018  9022  2133  9408  2430  1264  131   
   BO    6893  2549  1412  5962  4778  1274  7258  9698  3504  7523  2744  3304  5060  8341  8045  2313  9796  820   7899  4613  6964  8446  3181  7048  2274  1658  5449  3185  2301  6112  5400  5173  7756  6464  2332  5987  9859  3389  3811  8624  9205  3396  3719  6810  2872  3011  9365  4756  1901  9460  9887  4169  2792  7475  2742  3161  79    5857  262   1607  9473  2111  555   4149  2782  9997  0     7243  1424  2289  1473  549   558   5617  6597  9578  7767  6430  2387  8693  2363  2198  5794  8566  6954  733   9160  2872  8696  3284  1255  4951  1529  8706  2444  2243  567   7211  6245  6911  
   BP    8600  254   5154  7508  3496  4698  6832  9391  5364  973   8296  7661  2772  5541  1631  7721  1856  1583  3736  6859  2109  1388  2479  2191  1538  6590  2316  6145  9591  4614  7119  3190  9298  7080  244   7945  8236  9668  8769  932   2474  6725  7254  286   7279  3670  4334  1404  4826  3920  1020  7606  9580  638   9079  9876  8590  8592  1915  768   9657  8539  87    4932  2904  361   3038  0     8413  3905  3126  7381  3753  725   5614  8440  8396  9606  4571  3410  5649  153   9553  808   4424  7761  6988  9493  8997  3992  5018  4164  6254  7036  8424  3863  6625  7371  5752  2688  
   BQ    160   1718  8500  6424  2     8961  8200  5488  2226  7597  2600  3425  732   7769  1649  4178  4518  3090  518   5261  2208  7848  9258  4744  826   8554  7193  7898  5909  2071  4994  5735  7283  7270  8409  5866  3403  7237  6144  353   2634  4471  7928  4763  7305  7158  3269  7260  109   3759  4946  5926  6992  3037  4817  5848  1348  1676  8922  8605  9726  7258  6763  1300  3136  7149  6998  4986  0     5275  3576  7041  1546  2030  8436  6460  2090  1908  8857  3072  2989  1783  3084  8408  3537  6947  1847  1269  6689  938   3342  6387  6869  9132  1367  2635  9707  9247  5838  6341  
   BR    1805  8930  9183  3893  7072  7460  5769  63    9706  7382  8924  901   6597  8263  1919  7655  187   1756  9161  1073  1074  4169  4882  2261  2762  5991  139   4063  696   9497  1979  3284  5394  2618  2376  587   1945  3396  2611  8412  3404  6863  2882  4689  1584  4625  5367  8318  9804  5749  6864  3636  334   6357  1616  8422  2835  2650  119   5497  8888  4824  8807  3105  6915  4181  9168  5044  2280  0     9243  9578  5276  223   9180  8330  2242  3573  542   8708  6462  1948  7335  5360  4318  3658  6924  9101  5283  7083  6016  8770  3090  7976  4534  4233  5564  5379  2581  9759  
   BS    4081  533   5981  1758  1444  1624  8911  4766  2473  9491  8923  334   9723  4310  3680  8595  7667  2500  8962  769   1531  6278  8842  2577  7688  5768  8058  822   2924  2271  3193  2188  5663  5068  8695  2676  2266  4357  9452  1858  9618  4025  1477  4917  2007  9225  2005  9024  8396  2503  7672  7719  7402  1336  2934  2895  9736  9376  3500  2726  7625  1947  3522  7227  7178  4977  9092  6560  2762  6382  0     2720  4064  3811  5093  1973  9758  4791  8414  6547  9120  2035  4141  2927  9487  1534  4052  8352  4797  9637  1620  7442  9082  9544  7087  1765  7812  6203  5073  2956  
   BT    6324  3614  4551  2909  1286  7164  3462  3703  6266  6964  2609  6770  6236  1944  7174  5807  743   4628  4379  8954  6622  2417  5767  7784  4337  169   6198  3786  5934  1804  9273  982   6784  8899  5512  8068  7622  3130  9003  5661  4702  9439  657   2035  3831  5078  3760  6885  9002  1936  7986  710   457   3761  622   1853  6419  4451  141   7651  2869  5542  7030  9732  3154  1450  4173  1204  7121  923   7390  0     576   4793  7389  926   3371  2531  2984  1960  8414  2237  8834  9997  5443  3655  7191  3098  2966  5934  1611  5364  8290  9289  6264  8823  7529  5719  9231  6443  
   BU    4881  2981  9817  2722  5432  9580  3302  7874  2333  7672  7814  6248  3519  2151  4772  6843  3095  5480  9612  9742  6446  1051  6125  8712  9968  9533  2848  561   483   4231  8171  3736  5409  309   9496  123   4447  4196  6353  2798  420   7784  7786  7374  9788  7446  401   1652  9917  2548  9463  470   1878  7391  4525  783   1383  1536  1414  6317  3403  6727  7647  1757  6074  1615  9379  9069  6691  5678  9876  6240  0     5785  3625  1741  7608  246   5268  1162  6740  5221  6166  4389  2775  4063  9367  6820  6388  4967  7691  2968  9420  3570  2123  2063  2873  9526  1662  1787  
   BV    4311  8083  5777  8464  8120  3509  8688  9759  7578  4837  1824  8846  2296  6602  8103  6262  5088  9316  3147  9089  3662  3862  719   9850  5440  8340  2031  318   31    41    4241  4587  9026  4620  8839  8199  1301  7967  7152  9297  8464  1852  6472  6236  9284  1474  1510  7114  244   8895  6405  8639  5938  7819  7576  5801  7076  5872  774   1259  3319  6505  6958  5814  790   5420  5695  2651  5021  8442  6800  2246  8232  0     9701  7073  9937  7773  7035  1709  3895  9990  9903  7279  7242  8086  702   7782  8492  6127  7408  1328  6098  9700  2904  5166  1284  161   8762  8183  
   BW    1453  5903  5967  3263  3588  843   6281  9525  1349  897   9307  9035  6208  5197  7413  9031  4759  2527  3935  4085  551   5380  2228  8356  5951  5316  4583  5451  3031  795   1655  2636  4067  2970  9842  17    291   3605  9504  9640  2724  459   9746  4484  209   2666  6675  7678  1697  8488  6846  6639  3870  7707  9676  2197  943   6290  2921  110   596   9211  2569  7742  1722  1350  1900  2203  8708  4467  6533  831   7839  3858  0     5257  5576  7978  3362  3469  8661  3241  2561  3944  6337  8135  8346  8926  7745  6368  8124  4182  3017  4520  4538  440   1900  7944  9021  6305  
   BX    2671  3545  7389  1722  1547  6793  2641  2125  3436  191   1322  7289  7016  4210  2436  1386  2070  50    6505  766   6683  6510  7322  3330  2038  8438  4271  5824  9974  2780  7036  3463  1801  9184  6832  6260  7822  5565  9867  1686  4877  1227  8855  8492  4594  5267  7132  406   3095  9119  2393  5817  29    3647  4381  287   5257  5348  4688  9826  3035  5210  4607  6835  1172  8438  2128  4928  684   1044  7081  3573  6600  4597  1368  0     8343  9014  8338  9051  3747  6014  30    5350  3394  5734  3100  7512  9366  7189  3482  1616  1406  7255  1351  9688  1721  5319  1634  5776  
   BY    8221  1906  78    3705  5813  9353  3972  8060  5680  9742  4576  7441  7000  5915  7362  3416  2602  4801  3105  5777  7199  316   7194  3314  6055  3868  8243  7691  1090  5591  1034  5073  964   4473  3788  8362  7475  5177  3242  7363  8305  1155  9788  6555  4866  1143  4590  9694  506   8128  2833  1526  5591  1808  2788  6995  4325  7070  2246  946   9833  8385  5997  32    2678  9077  6616  6280  1117  5480  8362  2120  6811  9760  7365  4856  0     5198  6569  5523  8037  8822  5104  9543  6657  1784  3194  7378  667   1527  2335  6271  9303  989   2337  118   5770  3012  2396  9923  
   BZ    4647  9392  3407  2724  151   4658  5145  6517  2025  6587  9917  8986  5241  9811  7776  4101  3546  6057  2790  7924  9370  6353  9593  6054  9445  4644  5865  588   6363  3101  2846  7949  3382  2979  7977  7422  4498  3955  5307  2476  5071  9629  7466  8640  5513  8681  2592  5128  6653  8686  4807  48    5154  5560  2311  8194  8487  1704  1201  5990  7093  5794  3246  7197  8636  1201  9497  4385  6855  69    8136  1798  6364  7685  235   8674  4812  0     2590  2572  752   4191  6301  4838  2675  6463  4014  8762  1210  4401  6913  2377  9382  7911  185   3178  4373  4966  3988  9141  
   CA    2956  1819  1328  9796  2684  1346  7566  8695  1805  5410  2337  3397  8500  389   6465  7761  1558  562   6375  8564  3163  6515  8191  7097  4246  2748  4530  4569  2567  6133  2441  4936  8298  3101  6212  1836  4591  8821  3329  6266  1351  7748  4762  7355  7644  6839  9556  7969  6724  2565  1483  6461  5555  4940  5746  5826  3998  1617  6750  9653  1954  2018  325   2466  494   1401  1865  1789  3944  3754  442   5558  6015  3454  9666  466   6752  7485  0     7778  123   4886  1030  1434  238   3976  1334  1721  1069  6635  1204  1691  9360  1964  8762  8216  7823  3686  1229  1346  
   CB    3817  2359  1214  9103  6221  3108  8951  6620  5515  8864  6590  8726  9276  2515  1217  2064  8458  9166  3571  3880  5242  2789  2730  633   1995  5848  7565  2311  8241  5821  5833  7423  8708  1916  7405  542   3790  9218  2347  8017  8728  8182  5164  8407  8874  6425  28    5872  6526  809   1139  2200  4295  1170  3737  4147  7774  3194  9902  650   4431  1608  7424  3300  9434  6451  6325  1300  2171  7309  9896  9538  6330  2180  2309  6093  9477  9296  3553  0     5539  1147  2516  7255  4664  9203  4168  3285  7810  4846  5806  3556  7921  8583  465   8929  3193  8865  7568  4327  
   CC    6842  584   2967  7439  342   2509  6043  7958  8728  571   5091  4935  6647  506   8907  4136  8060  4455  2510  3264  6064  252   6940  2547  7824  3602  4531  140   7250  9256  9876  3847  4869  8658  8391  4748  6227  5826  3102  2946  2165  8706  213   6097  3258  3593  3942  7006  862   4127  5037  7582  4775  6357  1566  6288  1547  7825  1874  5264  7502  7381  9318  8273  2954  4631  1467  7121  9726  3700  8288  8240  9893  9380  7701  6873  3958  4210  5995  2277  0     2707  2256  4340  4470  9334  9629  7697  8909  6528  5484  6100  1576  2962  4617  7869  5898  7771  9940  781   
   CD    4864  2778  6761  843   4869  7652  8563  7095  5930  4458  9945  4668  8899  5341  3979  8544  1584  5568  1703  5647  671   3645  8779  6212  4693  3501  3352  9637  4081  9184  9407  3831  9520  428   4072  5323  6886  4485  6740  1226  4513  3509  9389  8165  5258  9788  4416  3963  3504  9884  5597  589   1228  7306  7652  9320  3086  1878  3822  8135  2281  3165  8707  4655  7830  3854  964   679   3059  3218  9869  3418  3587  4006  7656  8336  8673  9894  3238  8299  9713  0     3512  8640  8     7113  1815  3680  1446  8942  5980  1459  9647  2989  9653  5404  5390  8022  6756  6621  
   CE    4915  5695  5636  8244  4350  2854  4771  6260  3764  7251  600   2186  4183  6410  3979  1392  5254  3297  2617  3637  989   7185  2909  7105  3299  4773  403   2505  7801  2983  6576  6809  8523  2609  4190  4151  3978  6583  2879  716   9014  9143  5038  1500  4982  2593  8218  509   6102  7147  9155  9129  965   8437  7022  9811  9271  8167  7168  8768  2269  3224  1639  7266  7853  8777  8606  9409  458   3886  3571  1922  2380  7123  6404  6089  4550  7214  3911  7312  9258  2885  0     9001  7843  2631  8039  2734  5616  783   8608  6682  107   3060  7270  2103  8206  5053  1665  7502  
   CF    3224  9523  4537  1626  4585  6108  5191  75    3574  9486  5132  7049  4256  9250  6638  2527  6815  4443  7549  4400  7630  3146  5768  9036  9886  1850  5257  6182  5827  2827  2053  9088  5499  414   6195  5552  6502  7914  4557  5908  1097  3298  6670  3670  2865  2175  5631  5730  5531  1316  1522  5767  6651  5734  4738  7294  1703  4401  575   6938  1918  9678  1690  3600  5677  951   4377  8660  3530  5880  38    7162  8028  2450  9785  7078  7794  1339  6516  3326  7105  374   2783  0     6769  7382  8767  6319  8319  615   2658  4898  8973  3270  6230  3465  8188  5847  8359  1382  
   CG    8873  3025  637   5228  4441  8493  7331  5216  7913  1823  8709  1039  5477  5088  9417  208   8789  3970  4140  9776  7066  3044  1341  2002  8679  2769  3338  2559  3808  4966  802   9904  2738  8850  3019  1522  147   2689  6019  1318  1041  7191  381   6860  6708  5355  9034  4069  4776  647   6652  2985  3027  9031  8973  6204  8496  651   6229  7841  1120  3596  1839  7807  3835  4209  2044  2844  8716  7390  4968  6040  8529  1607  9149  6389  9327  4044  9515  6905  5604  3954  4532  486   0     8209  4312  6891  8418  6861  3963  5155  1421  8640  5657  1897  9391  1171  9374  5515  
   CH    3299  2990  8246  9165  5434  6649  324   4852  2018  9242  9401  2373  8924  9684  5398  5855  7580  6129  3988  2526  4471  160   4149  3457  5352  442   9518  1523  4808  2139  4180  9378  905   4872  5060  6046  8384  6823  1519  6205  3645  3940  5945  9135  5417  7127  6559  3727  1310  5826  1763  5287  3178  9046  6937  6322  3819  160   4929  71    2104  7779  8895  7212  885   2781  656   1975  5176  4261  8122  1438  8687  3412  9931  9394  3015  5606  4021  1048  3117  5195  8910  2249  74    0     3538  7499  7965  6872  8472  2996  9173  3780  5991  7661  1025  8908  8012  5977  
   CI    2031  3140  2625  818   6604  6345  7895  7867  9268  4632  3306  326   7137  7019  9985  2119  5083  2606  7261  7323  6069  4856  2282  4827  2618  194   23    415   5328  5136  3727  6392  6589  5732  7     5039  8760  2902  4964  2150  5990  9935  9403  2525  5761  5146  2282  115   7773  634   7052  8794  1784  3490  8954  3110  7414  1653  1949  8920  2832  3625  8086  939   7045  8421  5230  8608  5028  6992  6729  3985  5201  3923  2574  1428  5296  4672  7044  7836  4658  5480  1889  7393  3943  4407  0     9651  9354  4276  4644  7978  8449  5342  3150  7418  8411  8250  633   4151  
   CJ    1363  3464  3528  8460  9087  1585  9997  5645  4147  2994  2431  1968  5969  7549  1827  3937  5145  5214  3872  977   2527  7203  8940  7065  4790  2231  4752  5388  4357  4352  4877  6818  5483  2578  2929  5350  1764  2874  466   9546  7717  197   821   1594  2863  7450  9095  5985  7748  3279  5148  6625  6016  5424  3052  8357  8437  9315  3073  8067  9879  3152  3590  3514  9297  8737  3577  7041  277   1805  9118  7501  8343  158   2443  4045  2228  6167  6905  1306  214   8496  6349  5179  2975  3402  9111  0     6387  2492  4348  875   2869  9652  963   2519  7559  2897  6567  5854  
   CK    7824  2306  5107  4768  3284  1031  9775  8966  8802  1293  5985  9831  4816  514   7779  1044  6506  150   556   3811  4273  5067  8077  2778  2096  7317  51    8818  8905  6306  3385  5556  7732  4389  7806  8333  1440  5259  124   4095  8941  6423  8733  3277  4628  5004  8985  7821  6930  3780  675   8486  6663  7407  686   9179  4962  91    9120  5533  7905  2785  3169  4088  438   962   139   6594  3794  8372  2427  3496  5087  392   970   7391  4234  8122  5889  7902  91    8148  3763  3869  4022  9283  906   1963  0     223   4943  759   1464  5961  6850  6105  8695  1765  5419  6346  
   CL    6178  7346  8590  7660  7517  204   211   6918  312   5210  9245  7114  8260  9133  7963  8171  2031  9117  5726  7036  5926  6799  2613  8719  8380  8205  8639  7144  8335  3356  7016  2520  5821  5766  4751  9621  5468  4965  6629  4217  9059  3270  5138  1538  1496  3701  3452  1040  6642  5285  3361  2440  6507  7878  9034  5276  4257  3158  7376  1384  2236  9665  77    3689  4411  491   7057  3789  9861  6157  6081  1853  5     7259  4852  3565  3953  1351  1968  5762  8544  7302  8436  3030  5836  3395  3757  4952  8195  0     7283  9688  8659  7389  8863  2207  4977  2765  4632  2121  
   CM    6713  5123  9151  4090  8291  909   7617  1466  3344  9293  843   3673  5689  6275  7169  3527  6789  4401  164   9532  1764  7944  6816  3472  7869  7243  7044  4618  2444  2388  1651  1094  3776  8244  364   632   6230  6604  4039  9924  8239  4917  8142  7446  245   9140  8810  1191  1942  4666  9044  2397  1294  175   2706  8001  322   8614  2874  3441  4345  4895  8489  7105  1086  7507  9073  2258  7602  2642  9518  7864  7597  9327  1883  8055  8121  9114  9702  9674  9524  1638  364   1856  3033  452   3717  8206  7083  684   0     1024  9908  5538  9417  7133  5440  7028  7409  2313  
